"Fecha","Último","Apertura","Máximo","Mínimo","% var."
"22.07.2019","97,875","97,875","98,000","97,875","0,26%"
"19.07.2019","97,625","97,625","97,625","97,625","-0,13%"
"18.07.2019","97,750","97,750","97,750","97,750","0,00%"
"17.07.2019","97,750","97,750","97,750","97,750","0,13%"
"16.07.2019","97,625","97,625","97,625","97,625","0,00%"
"15.07.2019","97,625","97,625","97,625","97,625","-0,13%"
"12.07.2019","97,750","98,000","98,000","97,750","-0,26%"
"11.07.2019","98,000","98,000","98,000","98,000","0,11%"
"10.07.2019","97,890","98,000","98,000","97,890","-0,11%"
"09.07.2019","98,000","98,000","98,000","98,000","0,13%"
"08.07.2019","97,875","97,875","97,875","97,875","-0,13%"
"05.07.2019","98,000","98,000","98,000","98,000","0,00%"
"04.07.2019","98,000","98,000","98,000","98,000","0,00%"
"03.07.2019","98,000","97,875","98,000","97,875","0,77%"
"02.07.2019","97,250","97,250","97,250","97,250","0,26%"
"01.07.2019","97,000","97,000","97,000","97,000","0,00%"
"28.06.2019","97,000","97,000","97,000","97,000","0,00%"
"27.06.2019","97,000","97,000","97,000","97,000","0,09%"
"26.06.2019","96,910","96,625","97,000","96,625","0,82%"
"25.06.2019","96,125","96,125","96,625","96,125","-0,13%"
"24.06.2019","96,250","96,250","96,250","96,250","-0,39%"
"21.06.2019","96,625","96,375","96,625","96,250","0,65%"
"20.06.2019","96,000","96,000","96,000","96,000","0,39%"
"19.06.2019","95,625","95,625","95,625","95,625","0,00%"
"18.06.2019","95,625","95,625","95,625","95,625","0,13%"
"17.06.2019","95,500","95,500","95,500","95,500","0,39%"
"14.06.2019","95,125","95,125","95,125","95,125","-0,09%"
"13.06.2019","95,210","95,500","95,500","95,210","-0,17%"
"12.06.2019","95,375","95,375","95,500","95,375","0,26%"
"11.06.2019","95,125","95,000","95,125","95,000","0,53%"
"10.06.2019","94,625","94,625","94,625","94,625","0,26%"
"07.06.2019","94,375","94,375","94,375","94,375","-0,12%"
"06.06.2019","94,490","94,375","94,490","94,375","-0,14%"
"05.06.2019","94,625","94,625","94,625","94,375","-0,39%"
"04.06.2019","95,000","95,000","95,000","95,000","-0,52%"
"03.06.2019","95,500","95,500","95,500","95,000","0,00%"
"31.05.2019","95,500","95,500","95,500","95,500","0,53%"
"30.05.2019","95,000","95,000","95,000","95,000","0,13%"
"29.05.2019","94,875","94,875","94,875","94,875","0,26%"
"28.05.2019","94,625","94,625","94,625","94,625","0,00%"
"27.05.2019","94,625","94,750","94,750","94,625","-0,13%"
"24.05.2019","94,750","94,250","94,750","94,250","0,66%"
"23.05.2019","94,125","94,125","94,125","94,125","0,27%"
"22.05.2019","93,875","94,000","94,125","93,875","0,13%"
"21.05.2019","93,750","93,750","93,750","93,750","0,13%"
"20.05.2019","93,625","93,625","93,750","93,625","0,00%"
"17.05.2019","93,625","93,500","93,625","93,500","0,27%"
"16.05.2019","93,375","93,375","93,500","93,375","0,00%"
"15.05.2019","93,375","93,250","93,375","93,250","-0,66%"
"14.05.2019","94,000","94,000","94,000","93,250","0,67%"
"13.05.2019","93,375","93,375","93,375","93,375","-0,13%"
"10.05.2019","93,500","93,500","93,500","93,500","0,13%"
"09.05.2019","93,375","93,375","93,500","93,375","-0,27%"
"08.05.2019","93,625","93,625","93,625","93,625","-0,13%"
"07.05.2019","93,750","93,750","93,750","93,750","0,13%"
"06.05.2019","93,625","93,625","93,750","93,625","0,00%"
"03.05.2019","93,625","93,625","93,625","93,625","0,13%"
"02.05.2019","93,500","93,500","93,500","93,500","-0,13%"
"01.05.2019","93,625","93,625","93,625","93,625","0,00%"
"30.04.2019","93,625","93,625","93,625","93,625","-0,13%"
"29.04.2019","93,750","93,750","93,750","93,750","-0,79%"
"26.04.2019","94,500","94,500","94,500","94,500","0,00%"
"25.04.2019","94,500","94,500","94,500","94,500","0,00%"
"24.04.2019","94,500","94,250","94,500","94,250","0,40%"
"23.04.2019","94,125","94,125","94,250","94,125","0,00%"
"22.04.2019","94,125","94,125","94,125","94,125","0,00%"
"19.04.2019","94,125","94,125","94,125","94,125","0,00%"
"18.04.2019","94,125","94,125","94,125","94,125","0,13%"
"17.04.2019","94,000","94,000","94,125","94,000","0,00%"
"16.04.2019","94,000","93,750","94,000","93,750","0,27%"
"15.04.2019","93,750","93,750","93,750","93,750","-0,13%"
"12.04.2019","93,875","93,875","93,875","93,875","-0,27%"
"11.04.2019","94,125","94,125","94,125","94,125","0,13%"
"10.04.2019","94,000","94,000","94,125","94,000","0,02%"
"09.04.2019","93,980","94,000","94,000","93,980","0,25%"
"08.04.2019","93,750","93,750","93,750","93,750","0,00%"
"05.04.2019","93,750","93,750","93,750","93,750","-0,13%"
"04.04.2019","93,875","93,875","93,875","93,875","-0,27%"
"03.04.2019","94,125","94,125","94,125","94,125","-0,13%"
"02.04.2019","94,250","94,250","94,250","94,250","1,07%"
"01.04.2019","93,250","93,250","93,250","93,250","0,27%"
"29.03.2019","93,000","93,000","93,000","93,000","-0,40%"
"28.03.2019","93,375","93,375","93,375","93,375","0,00%"
"27.03.2019","93,375","92,375","93,375","92,375","1,36%"
"26.03.2019","92,125","92,125","92,125","92,125","0,14%"
"25.03.2019","92,000","92,000","92,000","92,000","-0,14%"
"22.03.2019","92,125","92,125","92,125","92,125","0,41%"
"21.03.2019","91,750","91,750","91,750","91,750","-0,14%"
"20.03.2019","91,875","91,875","91,875","91,875","0,27%"
"19.03.2019","91,625","91,625","91,625","91,625","0,27%"
"18.03.2019","91,375","91,375","91,375","91,375","0,00%"
"15.03.2019","91,375","91,375","91,375","91,375","0,00%"
"14.03.2019","91,375","91,375","91,375","91,375","0,14%"
"13.03.2019","91,250","91,250","91,250","91,250","0,00%"
"12.03.2019","91,250","91,250","91,250","91,250","-0,26%"
"11.03.2019","91,490","91,375","91,490","91,375","0,13%"
"08.03.2019","91,375","91,375","91,375","91,375","0,00%"
"07.03.2019","91,375","91,375","91,375","91,375","0,14%"
"06.03.2019","91,250","91,250","91,250","91,250","-0,14%"
"05.03.2019","91,375","91,375","91,375","91,375","0,14%"
"04.03.2019","91,250","91,375","91,375","91,250","-0,41%"
"01.03.2019","91,625","91,625","91,625","91,625","0,00%"
"28.02.2019","91,625","91,125","91,625","91,125","0,55%"
"27.02.2019","91,125","91,125","91,125","91,125","0,00%"
"26.02.2019","91,125","90,875","91,125","90,875","0,55%"
"25.02.2019","90,625","90,625","90,625","90,625","0,00%"
"22.02.2019","90,625","90,625","90,625","90,625","-0,14%"
"21.02.2019","90,750","90,750","90,750","90,750","-0,27%"
"20.02.2019","91,000","90,500","91,000","90,500","0,53%"
"19.02.2019","90,520","90,625","90,625","90,520","-0,12%"
"18.02.2019","90,625","90,625","90,625","90,625","0,14%"
"15.02.2019","90,500","90,500","90,500","90,500","0,14%"
"14.02.2019","90,375","90,375","90,375","90,375","0,84%"
"13.02.2019","89,625","89,625","89,625","89,625","0,70%"
"12.02.2019","89,000","89,875","89,875","89,000","-0,97%"
"11.02.2019","89,875","90,125","90,125","89,875","-0,28%"
"08.02.2019","90,125","90,500","90,500","90,125","-0,41%"
"07.02.2019","90,500","90,750","90,750","90,500","-0,28%"
"06.02.2019","90,750","90,750","90,750","90,750","0,00%"
"05.02.2019","90,750","90,500","90,750","90,500","0,28%"
"04.02.2019","90,500","90,500","90,500","90,500","0,00%"
"01.02.2019","90,500","89,875","90,500","89,875","0,70%"
"31.01.2019","89,875","90,125","90,125","89,875","-0,28%"
"30.01.2019","90,125","91,000","91,000","90,125","-0,96%"
"29.01.2019","91,000","91,250","91,250","91,000","-0,27%"
"28.01.2019","91,250","91,250","91,250","91,175","0,00%"
"25.01.2019","91,250","91,125","91,250","91,125","0,14%"
"24.01.2019","91,125","89,625","91,125","89,625","1,67%"
"23.01.2019","89,625","88,625","89,625","88,625","1,13%"
"22.01.2019","88,625","87,750","88,625","87,750","1,00%"
"21.01.2019","87,750","87,750","87,750","87,750","0,00%"
"18.01.2019","87,750","87,500","87,750","87,500","0,27%"
"17.01.2019","87,510","87,830","87,830","87,510","-0,36%"
"16.01.2019","87,830","87,660","87,830","87,660","0,19%"
"15.01.2019","87,660","87,560","87,660","87,421","0,11%"
"14.01.2019","87,560","87,410","87,560","87,410","0,17%"
"11.01.2019","87,410","87,410","87,410","87,410","0,00%"
"10.01.2019","87,410","87,090","87,410","87,090","0,37%"
"09.01.2019","87,090","86,440","87,090","86,440","0,75%"
"08.01.2019","86,440","86,440","86,440","86,440","0,00%"
"07.01.2019","86,440","85,950","86,440","85,950","0,57%"
"04.01.2019","85,950","85,830","85,950","85,830","0,14%"
"03.01.2019","85,830","85,730","85,830","85,730","0,12%"
"02.01.2019","85,730","85,940","85,940","85,500","-0,24%"
"01.01.2019","85,940","85,940","85,940","85,940","0,00%"
"31.12.2018","85,940","85,770","85,940","85,770","0,20%"
"28.12.2018","85,770","85,360","85,770","85,360","0,48%"
"27.12.2018","85,360","85,340","85,500","85,340","0,02%"
"26.12.2018","85,340","86,120","86,120","85,340","-0,91%"
"25.12.2018","86,120","86,120","86,120","86,120","0,00%"
"24.12.2018","86,120","86,120","86,120","86,120","0,00%"
"21.12.2018","86,120","86,130","86,130","86,120","-0,37%"
"20.12.2018","86,440","86,290","86,440","86,290","0,17%"
"19.12.2018","86,290","86,440","86,440","86,290","-0,17%"
"18.12.2018","86,440","86,440","86,440","86,440","1,10%"
"17.12.2018","85,500","85,500","85,500","85,500","0,00%"
"14.12.2018","85,500","86,090","86,090","85,500","-0,58%"
"13.12.2018","86,000","85,700","86,000","85,500","0,35%"
"12.12.2018","85,700","85,550","85,700","85,550","0,18%"
"11.12.2018","85,550","86,040","86,040","85,550","-0,57%"
"10.12.2018","86,040","86,150","86,150","86,040","-0,13%"
"07.12.2018","86,150","86,320","86,320","85,500","-0,20%"
"06.12.2018","86,320","86,320","86,320","86,320","0,00%"
"05.12.2018","86,320","86,220","86,320","86,220","0,12%"
"04.12.2018","86,220","85,500","86,220","85,500","0,84%"
"03.12.2018","85,500","85,850","85,850","85,500","-0,41%"
"30.11.2018","85,850","85,830","85,850","85,830","0,02%"
"29.11.2018","85,830","85,740","85,830","85,740","0,10%"
"28.11.2018","85,740","86,280","86,280","85,740","-0,63%"
"27.11.2018","86,280","86,250","86,280","86,250","-0,11%"
"26.11.2018","86,375","86,375","86,375","86,375","0,00%"
"23.11.2018","86,375","88,000","88,000","86,375","-1,85%"
"22.11.2018","88,000","88,000","88,000","88,000","-1,62%"
"21.11.2018","89,450","89,450","89,450","89,450","0,00%"
"20.11.2018","89,450","89,500","89,500","89,450","-0,06%"
"19.11.2018","89,500","89,500","89,500","89,500","0,00%"
"16.11.2018","89,500","89,500","89,500","89,500","0,00%"
"15.11.2018","89,500","89,500","89,500","89,500","0,00%"
"14.11.2018","89,500","89,500","89,500","89,500","0,00%"
"13.11.2018","89,500","89,500","89,500","89,500","0,00%"
"12.11.2018","89,500","89,500","89,500","89,500","0,00%"
"09.11.2018","89,500","89,500","89,500","89,500","0,00%"
"08.11.2018","89,500","89,500","89,500","89,500","0,00%"
"07.11.2018","89,500","89,500","89,500","89,500","0,00%"
"06.11.2018","89,500","92,125","92,125","89,500","-2,85%"
"05.11.2018","92,125","92,125","92,125","92,125","0,00%"
"02.11.2018","92,125","92,125","92,125","92,125","0,00%"
"01.11.2018","92,125","92,125","92,125","92,125","0,00%"
"31.10.2018","92,125","92,125","92,125","92,125","0,00%"
"30.10.2018","92,125","92,125","92,125","92,125","0,00%"
"29.10.2018","92,125","92,125","92,125","92,125","0,00%"
"26.10.2018","92,125","92,125","92,125","92,125","0,00%"
"25.10.2018","92,125","92,125","92,125","92,125","0,00%"
"24.10.2018","92,125","92,125","92,125","92,125","0,00%"
"23.10.2018","92,125","92,125","92,125","92,125","0,00%"
"22.10.2018","92,125","92,125","92,125","92,125","0,00%"
"19.10.2018","92,125","92,125","92,125","92,125","0,00%"
"18.10.2018","92,125","92,125","92,125","92,125","0,00%"
"17.10.2018","92,125","92,125","92,125","92,125","0,00%"
"16.10.2018","92,125","92,125","92,125","92,125","0,00%"
"15.10.2018","92,125","92,125","92,125","92,125","0,00%"
"12.10.2018","92,125","92,125","92,125","92,125","0,00%"
"11.10.2018","92,125","92,125","92,125","92,125","0,00%"
"10.10.2018","92,125","92,560","92,560","92,125","-0,47%"
"09.10.2018","92,560","92,560","92,560","92,560","0,00%"
"08.10.2018","92,560","93,500","93,500","92,560","-1,01%"
"05.10.2018","93,500","93,500","93,500","93,500","-0,66%"
"04.10.2018","94,125","94,125","94,125","94,125","0,00%"
"03.10.2018","94,125","94,125","94,125","94,125","-0,40%"
"02.10.2018","94,500","94,500","94,500","94,500","0,00%"
"01.10.2018","94,500","95,450","95,450","94,500","-1,56%"
"28.09.2018","96,000","94,000","96,000","94,000","2,13%"
"27.09.2018","94,000","94,000","94,000","94,000","0,00%"
"26.09.2018","94,000","93,375","94,250","93,375","0,67%"
"25.09.2018","93,375","93,375","93,375","93,375","0,67%"
"24.09.2018","92,750","92,750","93,250","92,750","0,00%"
"21.09.2018","92,750","92,125","92,750","92,125","0,68%"
"20.09.2018","92,125","91,500","92,125","91,500","0,68%"
"19.09.2018","91,500","91,250","91,500","91,250","0,27%"
"18.09.2018","91,250","90,875","91,250","90,875","0,41%"
"17.09.2018","90,875","90,875","90,875","90,875","0,00%"
"14.09.2018","90,875","90,875","90,875","90,875","0,00%"
"13.09.2018","90,875","90,875","90,875","90,875","0,41%"
"12.09.2018","90,500","90,750","90,750","90,500","-0,28%"
"11.09.2018","90,750","90,750","90,750","90,750","0,00%"
"10.09.2018","90,750","91,000","91,000","90,750","-0,27%"
"07.09.2018","91,000","91,000","91,000","91,000","0,00%"
"06.09.2018","91,000","91,000","91,000","91,000","0,00%"
"05.09.2018","91,000","91,000","91,000","91,000","0,00%"
"04.09.2018","91,000","91,125","91,125","91,000","-0,14%"
"03.09.2018","91,125","91,125","91,125","91,125","0,00%"
"31.08.2018","91,125","91,375","91,375","91,125","-0,27%"
"30.08.2018","91,375","91,500","91,500","91,375","-0,14%"
"29.08.2018","91,500","91,625","91,625","91,500","-0,14%"
"28.08.2018","91,625","91,625","91,625","91,625","0,00%"
"27.08.2018","91,625","91,625","91,625","91,625","0,00%"
"24.08.2018","91,625","91,500","91,625","91,500","0,14%"
"23.08.2018","91,500","91,375","91,500","91,375","0,14%"
"22.08.2018","91,375","91,125","91,375","91,125","0,27%"
"21.08.2018","91,125","91,000","91,375","91,000","0,14%"
"20.08.2018","91,000","91,000","91,000","91,000","0,00%"
"17.08.2018","91,000","90,750","91,000","90,750","0,28%"
"16.08.2018","90,750","90,625","90,750","90,625","0,14%"
"15.08.2018","90,625","90,500","90,625","90,500","0,14%"
"14.08.2018","90,500","90,750","90,750","90,500","-0,28%"
"13.08.2018","90,750","90,750","90,750","90,750","0,00%"
"10.08.2018","90,750","91,000","91,000","90,750","-0,27%"
"09.08.2018","91,000","91,000","91,000","91,000","0,17%"
"08.08.2018","90,850","91,400","91,400","90,850","-0,60%"
"07.08.2018","91,400","91,250","91,400","91,250","0,16%"
"06.08.2018","91,250","91,200","91,250","91,200","0,05%"
"03.08.2018","91,200","90,875","91,200","90,875","0,36%"
"02.08.2018","90,875","91,125","91,125","90,875","-0,27%"
"01.08.2018","91,125","90,500","91,125","90,500","0,69%"
"31.07.2018","90,500","90,500","90,500","90,500","0,00%"
"30.07.2018","90,500","90,700","90,700","90,500","-0,22%"
"27.07.2018","90,700","90,700","90,700","90,700","0,00%"
"26.07.2018","90,700","90,750","90,750","90,700","-0,06%"
"25.07.2018","90,750","90,400","90,750","90,400","0,41%"
"24.07.2018","90,375","90,400","90,400","90,375","-0,03%"
"23.07.2018","90,400","90,500","90,500","90,400","-0,11%"
"20.07.2018","90,500","90,500","90,500","90,500","0,00%"
"19.07.2018","90,500","90,875","90,875","90,500","0,56%"
"18.07.2018","90,000","90,000","90,000","90,000","0,00%"
"17.07.2018","90,000","90,000","90,000","90,000","-0,28%"
"16.07.2018","90,250","90,250","90,250","90,000","1,06%"
"13.07.2018","89,300","89,300","89,300","89,300","0,11%"
"12.07.2018","89,200","89,200","89,200","89,200","0,00%"
"11.07.2018","89,200","89,200","89,200","89,200","0,00%"
"10.07.2018","89,200","89,250","89,250","89,125","0,00%"
"09.07.2018","89,200","88,108","89,200","88,108","1,24%"
"06.07.2018","88,108","87,875","88,108","87,875","0,98%"
"05.07.2018","87,250","87,250","87,250","87,250","0,00%"
"04.07.2018","87,250","87,250","87,250","87,250","0,00%"
"03.07.2018","87,250","87,000","87,250","87,000","0,29%"
"02.07.2018","87,000","87,000","87,000","87,000","0,00%"
"29.06.2018","87,000","86,850","87,000","86,850","0,23%"
"28.06.2018","86,800","87,000","87,000","86,800","-0,23%"
"27.06.2018","87,000","87,375","87,375","86,875","-0,43%"
"26.06.2018","87,375","87,375","87,375","87,375","-0,14%"
"25.06.2018","87,500","87,625","87,625","87,500","0,43%"
"22.06.2018","87,125","87,750","87,750","87,125","-0,71%"
"21.06.2018","87,750","87,750","87,750","87,750","0,00%"
"20.06.2018","87,750","87,625","87,750","87,625","0,14%"
"19.06.2018","87,625","88,250","88,250","87,625","-1,96%"
"18.06.2018","89,375","89,750","89,750","89,375","-0,42%"
"15.06.2018","89,750","89,875","89,875","89,750","-0,28%"
"14.06.2018","90,000","89,625","90,000","89,625","0,42%"
"13.06.2018","89,625","89,750","89,750","89,625","-0,14%"
"12.06.2018","89,750","89,875","89,875","89,750","-0,14%"
"11.06.2018","89,875","90,000","90,000","89,875","-0,14%"
"08.06.2018","90,000","90,250","90,250","90,000","-0,14%"
"07.06.2018","90,125","90,125","90,125","90,125","0,00%"
"06.06.2018","90,125","90,125","90,125","90,125","0,14%"
"05.06.2018","90,000","90,000","90,000","89,817","0,00%"
"04.06.2018","90,000","90,000","90,250","90,000","0,14%"
"01.06.2018","89,875","90,500","90,500","89,875","-0,69%"
"31.05.2018","90,500","90,500","90,500","90,500","0,00%"
"30.05.2018","90,500","90,750","90,836","90,500","-0,28%"
"29.05.2018","90,750","90,875","90,875","90,750","-0,14%"
"28.05.2018","90,875","90,875","90,875","90,875","0,00%"
"25.05.2018","90,875","90,875","90,875","90,875","0,00%"
"24.05.2018","90,875","91,000","91,000","90,875","0,14%"
"23.05.2018","90,750","90,750","91,000","90,750","0,55%"
"22.05.2018","90,250","89,750","90,250","89,750","0,56%"
"21.05.2018","89,750","88,500","89,750","88,500","1,41%"
"18.05.2018","88,500","89,750","90,750","88,500","-1,67%"
"17.05.2018","90,000","90,875","90,875","90,000","-0,96%"
"16.05.2018","90,875","90,875","90,875","90,875","-0,14%"
"15.05.2018","91,000","91,375","92,250","91,000","-0,82%"
"14.05.2018","91,750","91,750","91,750","91,750","0,00%"
"11.05.2018","91,750","90,750","91,750","90,750","1,66%"
"10.05.2018","90,250","89,750","90,250","89,750","0,28%"
"09.05.2018","90,000","90,000","90,000","90,000","-1,10%"
"08.05.2018","91,000","91,000","91,000","91,000","-1,36%"
"07.05.2018","92,250","92,250","92,250","91,000","1,37%"
"04.05.2018","91,000","92,250","92,250","91,000","-1,62%"
"03.05.2018","92,500","92,750","92,750","92,500","0,54%"
"02.05.2018","92,000","92,000","92,000","92,000","0,00%"
"01.05.2018","92,000","93,250","93,250","92,000","-1,34%"
"30.04.2018","93,250","93,250","93,250","93,250","0,00%"
"27.04.2018","93,250","92,750","93,250","92,750","0,54%"
"26.04.2018","92,750","92,750","93,250","92,750","0,00%"
"25.04.2018","92,750","93,000","93,000","92,750","-0,27%"
"24.04.2018","93,000","93,500","93,500","93,000","-0,53%"
"23.04.2018","93,500","93,625","93,625","93,500","-0,13%"
"20.04.2018","93,625","93,750","93,750","93,625","-0,13%"
"19.04.2018","93,750","93,875","93,875","93,750","-0,13%"
"18.04.2018","93,875","93,750","93,875","93,750","0,13%"
"17.04.2018","93,750","93,875","93,875","93,750","-0,13%"
"16.04.2018","93,875","93,750","93,875","93,750","0,13%"
"13.04.2018","93,750","93,875","93,875","93,750","-0,13%"
"12.04.2018","93,875","93,750","93,875","93,750","0,13%"
"11.04.2018","93,750","93,875","93,875","93,750","-0,13%"
"10.04.2018","93,875","94,125","94,125","93,875","-0,27%"
"09.04.2018","94,125","94,250","94,250","94,125","-0,13%"
"06.04.2018","94,250","94,125","94,250","94,125","0,13%"
"05.04.2018","94,125","94,000","94,125","94,000","0,13%"
"04.04.2018","94,000","94,125","94,125","94,000","-0,13%"
"03.04.2018","94,125","94,250","94,250","94,125","-0,13%"
"02.04.2018","94,250","94,125","94,250","94,125","0,13%"
"30.03.2018","94,125","94,125","94,125","94,125","0,00%"
"29.03.2018","94,125","94,375","94,375","94,125","-0,26%"
"28.03.2018","94,375","93,875","94,375","93,875","0,53%"
"27.03.2018","93,875","94,000","94,000","93,875","-0,13%"
"26.03.2018","94,000","93,875","94,000","93,875","0,13%"
"23.03.2018","93,875","93,625","93,875","93,625","0,27%"
"22.03.2018","93,625","93,750","93,750","93,625","-0,13%"
"21.03.2018","93,750","93,875","93,875","93,750","-0,13%"
"20.03.2018","93,875","94,250","94,250","93,875","-0,40%"
"19.03.2018","94,250","94,375","94,375","94,250","-0,13%"
"16.03.2018","94,375","94,250","94,375","94,250","0,13%"
"15.03.2018","94,250","94,375","94,375","94,250","-0,13%"
"14.03.2018","94,375","94,250","94,375","94,250","0,13%"
"13.03.2018","94,250","94,000","94,250","94,000","0,27%"
"12.03.2018","94,000","93,875","94,000","93,875","0,13%"
"09.03.2018","93,875","93,750","93,875","93,750","0,13%"
"08.03.2018","93,750","94,000","94,000","93,750","-0,27%"
"07.03.2018","94,000","93,750","94,000","93,750","0,27%"
"06.03.2018","93,750","93,500","93,750","93,500","0,27%"
"05.03.2018","93,500","93,625","93,625","93,500","-0,13%"
"02.03.2018","93,625","93,875","93,875","93,625","-0,27%"
"01.03.2018","93,875","94,125","94,125","93,875","-0,27%"
"28.02.2018","94,125","93,750","94,125","93,750","0,40%"
"27.02.2018","93,750","93,500","93,750","93,500","0,27%"
"26.02.2018","93,500","93,500","93,500","93,500","0,00%"
"23.02.2018","93,500","93,500","93,500","93,500","0,00%"
"22.02.2018","93,500","93,500","93,500","93,500","0,00%"
"21.02.2018","93,500","94,125","94,125","93,500","-0,66%"
"20.02.2018","94,125","93,875","94,125","93,875","0,27%"
"19.02.2018","93,875","93,875","93,875","93,875","0,00%"
"16.02.2018","93,875","94,250","94,250","93,875","-0,40%"
"15.02.2018","94,250","94,500","94,500","94,250","-0,26%"
"14.02.2018","94,500","94,750","94,750","94,500","-0,26%"
"13.02.2018","94,750","95,500","95,500","94,750","-0,79%"
"12.02.2018","95,500","95,680","95,680","95,500","-1,04%"
"09.02.2018","96,500","97,000","97,000","96,500","-0,64%"
"08.02.2018","97,125","97,125","97,125","97,125","0,00%"
"07.02.2018","97,125","97,250","97,250","97,125","-0,13%"
"06.02.2018","97,250","97,500","97,500","97,250","-0,26%"
"05.02.2018","97,500","98,000","98,000","97,500","-0,51%"
"02.02.2018","98,000","98,500","98,500","98,000","-0,51%"
"01.02.2018","98,500","98,375","98,500","98,375","0,13%"
"31.01.2018","98,375","98,625","98,625","98,375","-0,25%"
"30.01.2018","98,625","98,750","98,750","98,625","-0,13%"
"29.01.2018","98,750","98,375","98,750","98,375","0,38%"
"26.01.2018","98,375","98,250","98,375","98,250","0,13%"
"25.01.2018","98,250","98,375","98,375","98,250","-0,13%"
"24.01.2018","98,375","98,250","98,375","98,250","0,13%"
"23.01.2018","98,250","98,000","98,250","98,000","0,26%"
"22.01.2018","98,000","98,125","98,125","98,000","-0,13%"
"19.01.2018","98,125","97,375","98,125","97,375","0,77%"
"18.01.2018","97,375","96,750","97,375","96,750","0,65%"
"17.01.2018","96,750","96,750","96,750","96,750","0,00%"
"16.01.2018","96,750","96,875","96,875","96,750","-0,13%"
"15.01.2018","96,875","96,875","96,875","96,875","0,00%"
"12.01.2018","96,875","97,000","97,000","96,875","-0,13%"
"11.01.2018","97,000","97,125","97,125","97,000","-0,13%"
"10.01.2018","97,125","97,250","97,250","97,125","-0,13%"
"09.01.2018","97,250","97,303","97,303","97,250","-0,05%"
"08.01.2018","97,303","96,750","97,303","96,750","0,57%"
"05.01.2018","96,750","96,750","96,750","96,750","0,00%"
"04.01.2018","96,750","96,500","96,750","96,500","0,26%"
"03.01.2018","96,500","96,500","96,500","96,500","0,00%"
"02.01.2018","96,500","96,500","96,500","96,500","0,00%"
"01.01.2018","96,500","96,500","96,500","96,500","0,00%"
"29.12.2017","96,500","96,500","96,500","96,500","0,00%"
"28.12.2017","96,500","96,500","96,500","96,500","0,00%"
"27.12.2017","96,500","96,840","96,884","96,500","-0,35%"
"26.12.2017","96,840","96,500","96,840","96,500","0,35%"
"25.12.2017","96,500","96,500","96,500","96,500","0,00%"
"22.12.2017","96,500","96,500","96,500","96,500","0,00%"
"21.12.2017","96,500","96,625","96,833","96,500","-0,26%"
"20.12.2017","96,750","96,750","96,750","96,750","0,00%"
"19.12.2017","96,750","96,750","96,750","96,750","0,00%"
"18.12.2017","96,750","96,750","96,750","96,750","0,00%"
"15.12.2017","96,750","96,750","96,750","96,750","0,00%"
"14.12.2017","96,750","96,750","96,875","96,750","0,00%"
"13.12.2017","96,750","96,750","96,750","96,750","0,26%"
"12.12.2017","96,500","96,500","96,500","96,500","0,00%"
"11.12.2017","96,500","96,500","96,500","96,500","0,00%"
"08.12.2017","96,500","97,000","97,000","96,500","-0,52%"
"07.12.2017","97,000","97,000","97,000","97,000","0,00%"
"06.12.2017","97,000","97,000","97,000","97,000","0,00%"
"05.12.2017","97,000","97,000","97,000","97,000","0,00%"
"04.12.2017","97,000","97,000","97,000","97,000","0,00%"
"01.12.2017","97,000","97,000","97,000","97,000","0,00%"
"30.11.2017","97,000","97,500","97,500","97,000","-0,51%"
"29.11.2017","97,500","97,500","97,500","97,500","0,00%"
"28.11.2017","97,500","97,250","97,500","97,250","0,26%"
"27.11.2017","97,250","97,625","97,625","97,250","-0,38%"
"24.11.2017","97,625","97,625","97,625","97,625","0,00%"
"23.11.2017","97,625","97,500","97,625","97,500","0,13%"
"22.11.2017","97,500","97,250","97,500","97,250","0,26%"
"21.11.2017","97,250","98,000","98,000","97,250","-0,77%"
"20.11.2017","98,000","97,125","98,000","97,125","0,90%"
"17.11.2017","97,125","96,875","97,125","96,875","0,26%"
"16.11.2017","96,875","97,000","97,000","96,875","-0,13%"
"15.11.2017","97,000","96,875","97,000","96,875","0,13%"
"14.11.2017","96,875","96,750","96,875","96,750","0,13%"
"13.11.2017","96,750","96,875","96,875","96,750","-0,13%"
"10.11.2017","96,875","97,000","97,000","96,875","-0,13%"
"09.11.2017","97,000","97,250","97,250","97,000","-0,26%"
"08.11.2017","97,250","97,375","97,375","97,250","-0,13%"
"07.11.2017","97,375","97,250","97,375","97,250","0,13%"
"06.11.2017","97,250","97,375","97,375","97,250","-0,13%"
"03.11.2017","97,375","97,250","97,375","97,250","0,13%"
"02.11.2017","97,250","97,000","97,250","97,000","0,26%"
"01.11.2017","97,000","97,125","97,125","97,000","-0,13%"
"31.10.2017","97,125","97,000","97,125","97,000","0,13%"
"30.10.2017","97,000","96,625","97,000","96,625","0,39%"
"27.10.2017","96,625","96,750","96,750","96,625","-0,13%"
"26.10.2017","96,750","97,000","97,000","96,750","-0,26%"
"25.10.2017","97,000","97,375","97,375","97,000","-0,39%"
"24.10.2017","97,375","97,250","97,375","97,250","0,13%"
"23.10.2017","97,250","97,250","97,250","97,250","0,00%"
"20.10.2017","97,250","97,250","97,250","97,250","0,00%"
"19.10.2017","97,250","97,375","97,375","97,250","-0,13%"
"18.10.2017","97,375","97,375","97,375","97,375","0,13%"
"17.10.2017","97,250","97,375","97,375","97,250","-0,13%"
