"Fecha","Último","Apertura","Máximo","Mínimo","% var."
"16.10.2017","97,375","97,250","97,375","97,250","0,13%"
"13.10.2017","97,250","97,125","97,250","97,125","0,13%"
"12.10.2017","97,125","97,125","97,125","97,125","0,00%"
"11.10.2017","97,125","96,875","97,125","96,875","0,26%"
"10.10.2017","96,875","96,875","96,875","96,875","0,00%"
"09.10.2017","96,875","97,125","97,125","96,875","-0,26%"
"06.10.2017","97,125","97,250","97,250","97,125","-0,13%"
"05.10.2017","97,250","96,875","97,250","96,875","0,39%"
"04.10.2017","96,875","97,500","97,500","96,875","-0,64%"
"03.10.2017","97,500","97,500","97,500","97,500","0,00%"
"02.10.2017","97,500","97,500","97,500","97,500","0,00%"
"29.09.2017","97,500","97,500","97,500","97,500","0,00%"
"28.09.2017","97,500","98,000","98,000","97,125","-0,26%"
"27.09.2017","97,750","97,750","98,000","97,750","0,00%"
"26.09.2017","97,750","97,750","97,750","97,750","0,00%"
"25.09.2017","97,750","97,750","97,750","97,750","0,00%"
"22.09.2017","97,750","97,750","97,750","97,375","0,00%"
"21.09.2017","97,750","97,750","97,750","97,750","0,00%"
"20.09.2017","97,750","98,250","98,250","97,750","-0,51%"
"19.09.2017","98,250","98,250","98,250","98,250","0,00%"
"18.09.2017","98,250","98,250","98,250","97,875","0,00%"
"15.09.2017","98,250","98,250","98,250","98,250","0,00%"
"14.09.2017","98,250","98,250","98,250","98,250","0,00%"
"13.09.2017","98,250","98,250","98,250","98,250","0,00%"
"12.09.2017","98,250","98,500","98,500","98,250","-0,25%"
"11.09.2017","98,500","98,500","98,500","97,950","0,00%"
"08.09.2017","98,500","97,600","98,500","97,600","0,92%"
"07.09.2017","97,600","98,500","98,500","97,600","-0,91%"
"06.09.2017","98,500","98,500","98,500","98,500","0,25%"
"05.09.2017","98,250","97,875","98,250","97,875","0,38%"
"04.09.2017","97,875","98,000","98,000","97,875","-0,13%"
"01.09.2017","98,000","98,000","98,000","98,000","0,00%"
"31.08.2017","98,000","97,750","98,000","97,750","0,26%"
"30.08.2017","97,750","97,750","97,750","97,750","0,26%"
"29.08.2017","97,500","97,500","97,750","97,500","-0,51%"
"28.08.2017","98,000","97,375","98,000","97,375","0,64%"
"25.08.2017","97,375","97,500","97,500","97,375","-0,13%"
"24.08.2017","97,500","97,500","97,500","97,500","0,00%"
"23.08.2017","97,500","98,000","98,000","97,500","-0,51%"
"22.08.2017","98,000","98,000","98,000","98,000","0,00%"
"21.08.2017","98,000","97,750","98,000","97,750","0,26%"
"18.08.2017","97,750","97,375","97,750","97,375","0,39%"
"17.08.2017","97,375","97,750","97,750","97,375","-0,64%"
"16.08.2017","98,000","98,000","98,000","97,500","0,00%"
"15.08.2017","98,000","98,000","98,000","97,750","0,00%"
"14.08.2017","98,000","98,000","98,000","98,000","0,00%"
"11.08.2017","98,000","98,000","98,000","98,000","0,00%"
"10.08.2017","98,000","98,000","98,000","97,750","0,00%"
"09.08.2017","98,000","98,000","98,000","97,750","0,00%"
"08.08.2017","98,000","98,000","98,000","97,750","0,00%"
"07.08.2017","98,000","98,000","98,000","98,000","0,00%"
"04.08.2017","98,000","98,000","98,000","97,750","0,00%"
"03.08.2017","98,000","98,000","98,000","97,625","0,00%"
"02.08.2017","98,000","98,000","98,000","97,250","0,00%"
"01.08.2017","98,000","98,000","98,000","97,250","0,00%"
"31.07.2017","98,000","97,250","98,000","97,250","0,77%"
"28.07.2017","97,250","97,250","97,250","97,125","0,00%"
"27.07.2017","97,250","97,250","97,250","97,250","0,00%"
"26.07.2017","97,250","97,250","97,250","97,250","0,00%"
"25.07.2017","97,250","97,500","97,500","97,250","-0,26%"
"24.07.2017","97,500","97,750","98,000","97,500","-0,26%"
"21.07.2017","97,750","97,500","97,750","97,500","0,26%"
"20.07.2017","97,500","97,500","97,500","97,500","0,00%"
"19.07.2017","97,500","97,500","97,500","97,500","-0,26%"
"18.07.2017","97,750","97,750","97,750","97,750","0,00%"
"17.07.2017","97,750","97,750","97,750","97,750","0,00%"
"14.07.2017","97,750","97,500","97,750","97,500","0,26%"
"13.07.2017","97,500","97,500","97,500","97,500","0,00%"
"12.07.2017","97,500","97,250","97,500","97,250","0,26%"
"11.07.2017","97,250","97,250","97,250","97,250","0,00%"
"10.07.2017","97,250","97,250","97,250","97,250","0,00%"
"07.07.2017","97,250","97,250","97,250","97,250","0,00%"
"06.07.2017","97,250","97,750","97,750","97,250","-0,51%"
"05.07.2017","97,750","97,750","97,750","97,750","0,00%"
"04.07.2017","97,750","97,750","97,750","97,750","0,00%"
"03.07.2017","97,750","97,750","97,750","97,750","0,00%"
"30.06.2017","97,750","98,000","98,000","97,750","-0,26%"
"29.06.2017","98,000","98,000","98,000","98,000","-0,25%"
"28.06.2017","98,250","98,375","98,375","98,000","-0,13%"
"27.06.2017","98,375","98,375","98,375","98,375","0,38%"
"26.06.2017","98,000","98,500","98,500","98,000","-0,25%"
"23.06.2017","98,250","98,125","98,500","98,125","0,13%"
"22.06.2017","98,125","98,125","98,125","98,125","0,00%"
"21.06.2017","98,125","98,250","98,250","98,125","-0,13%"
"20.06.2017","98,250","98,250","98,250","98,250","0,00%"
"19.06.2017","98,250","98,000","98,250","98,000","0,26%"
"16.06.2017","98,000","98,125","98,125","98,000","-0,13%"
"15.06.2017","98,125","98,500","98,500","98,125","-0,38%"
"14.06.2017","98,500","99,250","99,250","98,500","-0,76%"
"13.06.2017","99,250","99,250","99,250","99,250","0,00%"
"12.06.2017","99,250","99,250","99,250","99,250","0,00%"
"09.06.2017","99,250","99,250","99,250","99,125","0,00%"
"08.06.2017","99,250","99,000","99,250","99,000","0,25%"
"07.06.2017","99,000","99,000","99,000","99,000","0,51%"
"06.06.2017","98,500","98,500","99,000","98,500","0,25%"
"05.06.2017","98,250","98,250","98,250","98,250","0,00%"
"02.06.2017","98,250","98,250","98,250","98,250","-0,25%"
"01.06.2017","98,500","98,500","98,500","97,875","0,00%"
"31.05.2017","98,500","98,500","98,500","98,500","0,00%"
"30.05.2017","98,500","97,500","98,500","97,500","1,03%"
"29.05.2017","97,500","97,500","97,500","97,500","0,00%"
"26.05.2017","97,500","95,750","97,500","95,750","1,83%"
"25.05.2017","95,750","95,250","95,750","95,250","0,52%"
"24.05.2017","95,250","95,250","95,500","95,250","0,00%"
"23.05.2017","95,250","95,250","95,250","95,250","0,00%"
"22.05.2017","95,250","95,250","95,250","95,250","0,00%"
"19.05.2017","95,250","95,250","95,250","95,250","-0,52%"
"18.05.2017","95,750","96,250","96,250","95,750","-0,52%"
"17.05.2017","96,250","96,250","96,250","96,250","0,00%"
"16.05.2017","96,250","96,250","96,250","96,250","0,00%"
"15.05.2017","96,250","96,250","96,250","96,250","0,00%"
"12.05.2017","96,250","96,250","96,250","96,250","-0,52%"
"11.05.2017","96,750","96,500","96,750","96,500","0,00%"
"10.05.2017","96,750","97,000","97,000","96,750","-0,26%"
"09.05.2017","97,000","97,000","97,000","97,000","-0,51%"
"08.05.2017","97,500","97,000","97,500","97,000","0,52%"
"05.05.2017","97,000","97,000","97,000","97,000","-0,26%"
"04.05.2017","97,250","97,500","97,500","97,000","-0,77%"
"03.05.2017","98,000","98,000","98,000","98,000","0,00%"
"02.05.2017","98,000","98,000","98,000","97,250","0,00%"
"01.05.2017","98,000","98,000","98,000","98,000","0,00%"
"28.04.2017","98,000","98,000","98,000","97,500","0,00%"
"27.04.2017","98,000","98,000","98,000","97,500","0,00%"
"26.04.2017","98,000","98,000","98,000","97,500","0,00%"
"25.04.2017","98,000","98,000","98,000","97,500","0,00%"
"24.04.2017","98,000","98,000","98,000","98,000","0,00%"
"21.04.2017","98,000","98,000","98,000","97,350","0,00%"
"20.04.2017","98,000","98,000","98,000","98,000","0,00%"
"19.04.2017","98,000","98,000","98,000","97,350","0,00%"
"18.04.2017","98,000","98,000","98,000","98,000","0,00%"
"17.04.2017","98,000","98,000","98,000","98,000","0,00%"
"14.04.2017","98,000","98,000","98,000","98,000","0,00%"
"13.04.2017","98,000","98,000","98,000","97,750","0,00%"
"12.04.2017","98,000","98,000","98,000","97,750","0,00%"
"11.04.2017","98,000","98,000","98,000","97,750","0,00%"
"10.04.2017","98,000","97,875","98,000","97,875","0,00%"
"07.04.2017","98,000","98,000","98,000","97,500","0,00%"
"06.04.2017","98,000","98,000","98,000","97,500","0,00%"
"05.04.2017","98,000","98,000","98,000","97,750","0,00%"
"04.04.2017","98,000","98,000","98,000","97,750","0,00%"
"03.04.2017","98,000","98,000","98,000","98,000","0,00%"
"31.03.2017","98,000","98,000","98,000","97,875","0,00%"
"30.03.2017","98,000","98,250","98,250","97,875","-0,25%"
"29.03.2017","98,250","98,125","98,250","98,125","0,13%"
"28.03.2017","98,125","98,125","98,125","98,125","-0,38%"
"27.03.2017","98,500","98,500","98,500","98,125","0,00%"
"24.03.2017","98,500","98,500","98,500","98,500","0,00%"
"23.03.2017","98,500","98,500","98,500","98,500","-0,13%"
"22.03.2017","98,625","99,500","99,500","98,625","-2,11%"
"21.03.2017","100,750","99,600","100,750","99,600","1,15%"
"20.03.2017","99,600","99,600","99,600","99,600","0,00%"
"17.03.2017","99,600","99,600","99,600","99,600","0,00%"
"16.03.2017","99,600","99,600","99,600","99,600","0,00%"
"15.03.2017","99,600","99,600","99,600","99,600","0,00%"
